Date,Month,Month_Label,Year,Department,Region,Product_Category,Revenue_Actual,Revenue_Budget,Revenue_Variance,Cost_Actual,Cost_Budget,Cost_Variance,Profit_Actual,Profit_Budget,Profit_Variance,Headcount,Currency
2023-01-01,2023-01,Jan 2023,2023,Operations,Asia Pacific,Training,203296.37,218203.86,-14907.49,179205.87,160437.69,18768.18,24090.5,57766.17,-33675.67,25,USD
2023-01-01,2023-01,Jan 2023,2023,Operations,Middle East,Software,323325.93,374773.11,-51447.18,263113.16,278512.53,-15399.37,60212.77,96260.58,-36047.81,11,USD
2023-01-01,2023-01,Jan 2023,2023,Operations,Middle East,Hardware,145373.35,167196.83,-21823.48,130598.39,121493.89,9104.5,14774.96,45702.94,-30927.98,8,USD
2023-01-01,2023-01,Jan 2023,2023,Operations,Middle East,Consulting,401799.13,427199.47,-25400.34,322395.86,287025.08,35370.78,79403.27,140174.39,-60771.12,18,USD
2023-01-01,2023-01,Jan 2023,2023,Operations,Middle East,Support Services,340285.39,359305.09,-19019.7,280701.18,244237.47,36463.71,59584.21,115067.62,-55483.41,19,USD
2023-01-01,2023-01,Jan 2023,2023,Operations,Middle East,Training,73455.91,86473.45,-13017.54,57357.04,58293.36,-936.32,16098.87,28180.09,-12081.22,3,USD
2023-01-01,2023-01,Jan 2023,2023,Operations,Africa,Software,280915.41,319239.54,-38324.13,232027.73,221879.82,10147.91,48887.68,97359.72,-48472.04,16,USD
2023-01-01,2023-01,Jan 2023,2023,Operations,Africa,Hardware,155753.75,189845.7,-34091.95,140010.09,140105.96,-95.87,15743.66,49739.74,-33996.08,4,USD
2023-01-01,2023-01,Jan 2023,2023,Operations,Africa,Consulting,186762.7,223803.69,-37040.99,150007.48,159645.4,-9637.92,36755.22,64158.29,-27403.07,17,USD
2023-01-01,2023-01,Jan 2023,2023,Operations,Africa,Support Services,95430.46,104152.77,-8722.31,62584.41,66078.69,-3494.28,32846.05,38074.08,-5228.03,18,USD
2023-01-01,2023-01,Jan 2023,2023,Operations,Africa,Training,128025.48,152171.5,-24146.02,103616.22,99638.14,3978.08,24409.26,52533.36,-28124.1,9,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,North America,Software,335166.03,405747.41,-70581.38,302068.04,264974.3,37093.74,33097.99,140773.11,-107675.12,20,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,North America,Hardware,102985.02,114214.46,-11229.44,89547.08,80945.18,8601.9,13437.94,33269.28,-19831.34,7,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,North America,Consulting,248762.21,309035.72,-60273.51,208103.94,209189.36,-1085.42,40658.27,99846.36,-59188.09,14,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,North America,Support Services,404551.34,445766.31,-41214.97,336395.65,308580.66,27814.99,68155.69,137185.65,-69029.96,22,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,North America,Training,135258.26,147665.69,-12407.43,119474.68,108381.11,11093.57,15783.58,39284.58,-23501.0,16,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Europe,Software,131446.4,158955.89,-27509.49,100389.61,98023.39,2366.22,31056.79,60932.5,-29875.71,19,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Europe,Hardware,310240.09,386890.62,-76650.53,271918.56,254003.57,17914.99,38321.53,132887.05,-94565.52,6,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Europe,Consulting,387702.34,408760.86,-21058.52,303316.94,280006.19,23310.75,84385.4,128754.67,-44369.27,22,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Europe,Support Services,363107.88,447162.42,-84054.54,361519.92,323115.04,38404.88,1587.96,124047.38,-122459.42,8,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Europe,Training,346751.48,405098.94,-58347.46,238880.57,262102.84,-23222.27,107870.91,142996.1,-35125.19,15,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Asia Pacific,Software,83448.79,88559.7,-5110.91,49564.25,54899.22,-5334.97,33884.54,33660.48,224.06,12,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Asia Pacific,Hardware,354687.59,420066.89,-65379.3,261614.57,259828.48,1786.09,93073.02,160238.41,-67165.39,5,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Asia Pacific,Consulting,79922.69,96923.78,-17001.09,75694.32,68092.16,7602.16,4228.37,28831.62,-24603.25,24,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Asia Pacific,Support Services,200882.23,217321.05,-16438.82,145128.06,131519.44,13608.62,55754.17,85801.61,-30047.44,22,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Asia Pacific,Training,144110.74,175186.75,-31076.01,134002.17,122833.5,11168.67,10108.57,52353.25,-42244.68,12,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Middle East,Software,336826.8,390358.62,-53531.82,301985.26,276117.01,25868.25,34841.54,114241.61,-79400.07,8,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Middle East,Hardware,284747.34,300130.17,-15382.83,201377.41,189629.57,11747.84,83369.93,110500.6,-27130.67,8,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Middle East,Consulting,353554.82,434292.66,-80737.84,296307.72,260856.95,35450.77,57247.1,173435.71,-116188.61,9,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Middle East,Support Services,127623.66,135337.21,-7713.55,86018.54,93976.68,-7958.14,41605.12,41360.53,244.59,11,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Middle East,Training,143559.56,156959.17,-13399.61,110687.67,97679.93,13007.74,32871.89,59279.24,-26407.35,4,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Africa,Software,273933.49,291250.79,-17317.3,199700.0,217418.39,-17718.39,74233.49,73832.4,401.09,21,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Africa,Hardware,153999.43,177992.89,-23993.46,125905.86,119562.41,6343.45,28093.57,58430.48,-30336.91,14,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Africa,Consulting,242807.11,290824.18,-48017.07,189930.25,199485.69,-9555.44,52876.86,91338.49,-38461.63,6,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Africa,Support Services,218573.14,263261.39,-44688.25,176996.14,189573.7,-12577.56,41577.0,73687.69,-32110.69,10,USD
2023-01-01,2023-01,Jan 2023,2023,Marketing,Africa,Training,137612.69,152399.2,-14786.51,98035.26,95276.39,2758.87,39577.43,57122.81,-17545.38,19,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,North America,Software,431487.74,465173.18,-33685.44,273150.16,284494.01,-11343.85,158337.58,180679.17,-22341.59,10,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,North America,Hardware,318140.52,368580.98,-50440.46,229658.38,250139.67,-20481.29,88482.14,118441.31,-29959.17,11,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,North America,Consulting,191176.78,216095.03,-24918.25,134687.39,145724.64,-11037.25,56489.39,70370.39,-13881.0,23,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,North America,Support Services,74475.85,92432.07,-17956.22,53358.84,56320.99,-2962.15,21117.01,36111.08,-14994.07,4,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,North America,Training,296735.76,358477.14,-61741.38,281401.34,263492.94,17908.4,15334.42,94984.2,-79649.78,3,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Europe,Software,272241.74,322446.75,-50205.01,212229.33,228567.56,-16338.23,60012.41,93879.19,-33866.78,14,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Europe,Hardware,220225.06,243480.05,-23254.99,157124.13,165475.96,-8351.83,63100.93,78004.09,-14903.16,4,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Europe,Consulting,382976.94,476290.5,-93313.56,318061.44,302320.62,15740.82,64915.5,173969.88,-109054.38,15,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Europe,Support Services,82435.37,87584.98,-5149.61,61751.55,64241.6,-2490.05,20683.82,23343.38,-2659.56,7,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Europe,Training,327328.35,407514.86,-80186.51,243912.16,255263.79,-11351.63,83416.19,152251.07,-68834.88,22,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Asia Pacific,Software,176464.2,187486.14,-11021.94,131743.44,130631.26,1112.18,44720.76,56854.88,-12134.12,24,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Asia Pacific,Hardware,237745.01,263055.91,-25310.9,194730.01,196213.11,-1483.1,43015.0,66842.8,-23827.8,16,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Asia Pacific,Consulting,269336.16,314506.56,-45170.4,228238.96,215085.35,13153.61,41097.2,99421.21,-58324.01,13,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Asia Pacific,Support Services,349223.47,379071.59,-29848.12,233473.18,242981.35,-9508.17,115750.29,136090.24,-20339.95,4,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Asia Pacific,Training,146247.22,172276.59,-26029.37,118637.54,106013.89,12623.65,27609.68,66262.7,-38653.02,22,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Middle East,Software,284878.01,342443.96,-57565.95,246942.02,239633.17,7308.85,37935.99,102810.79,-64874.8,22,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Middle East,Hardware,318453.92,392355.94,-73902.02,279759.73,257979.34,21780.39,38694.19,134376.6,-95682.41,12,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Middle East,Consulting,270671.86,287558.04,-16886.18,209499.77,207345.42,2154.35,61172.09,80212.62,-19040.53,13,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Middle East,Support Services,245617.04,294054.54,-48437.5,234077.16,207029.15,27048.01,11539.88,87025.39,-75485.51,6,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Middle East,Training,399595.11,464777.11,-65182.0,307407.97,293396.14,14011.83,92187.14,171380.97,-79193.83,11,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Africa,Software,236358.33,270583.78,-34225.45,186817.43,202780.28,-15962.85,49540.9,67803.5,-18262.6,3,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Africa,Hardware,81232.13,99972.82,-18740.69,62083.8,61928.67,155.13,19148.33,38044.15,-18895.82,16,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Africa,Consulting,405238.61,450940.67,-45702.06,280256.47,309710.62,-29454.15,124982.14,141230.05,-16247.91,13,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Africa,Support Services,154457.96,171588.5,-17130.54,116075.86,128519.07,-12443.21,38382.1,43069.43,-4687.33,16,USD
2023-01-01,2023-01,Jan 2023,2023,Finance,Africa,Training,399514.99,428749.4,-29234.41,251194.73,269028.92,-17834.19,148320.26,159720.48,-11400.22,25,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,North America,Software,165708.37,200473.33,-34764.96,129779.37,132774.63,-2995.26,35929.0,67698.7,-31769.7,8,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,North America,Hardware,339512.65,395737.93,-56225.28,235193.81,243158.47,-7964.66,104318.84,152579.46,-48260.62,19,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,North America,Consulting,192544.87,207633.37,-15088.5,160219.56,147229.15,12990.41,32325.31,60404.22,-28078.91,6,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,North America,Support Services,84399.89,94753.05,-10353.16,58906.8,57844.44,1062.36,25493.09,36908.61,-11415.52,7,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,North America,Training,403138.86,453138.07,-49999.21,329438.28,286666.9,42771.38,73700.58,166471.17,-92770.59,19,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Europe,Software,181054.85,208785.41,-27730.56,149196.3,140933.43,8262.87,31858.55,67851.98,-35993.43,17,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Europe,Hardware,164845.06,198956.39,-34111.33,148132.78,134605.76,13527.02,16712.28,64350.63,-47638.35,10,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Europe,Consulting,300678.18,337734.2,-37056.02,214247.06,206215.71,8031.35,86431.12,131518.49,-45087.37,7,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Europe,Support Services,272742.39,320622.97,-47880.58,230120.74,230146.64,-25.9,42621.65,90476.33,-47854.68,5,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Europe,Training,68662.55,84428.42,-15765.87,51991.17,56456.01,-4464.84,16671.38,27972.41,-11301.03,9,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Asia Pacific,Software,361986.96,445132.04,-83145.08,268466.5,283217.38,-14750.88,93520.46,161914.66,-68394.2,7,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Asia Pacific,Hardware,350872.36,387186.13,-36313.77,251762.9,242372.69,9390.21,99109.46,144813.44,-45703.98,23,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Asia Pacific,Consulting,142599.36,159781.87,-17182.51,118281.4,103625.83,14655.57,24317.96,56156.04,-31838.08,9,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Asia Pacific,Support Services,174348.78,205063.93,-30715.15,132087.94,124355.48,7732.46,42260.84,80708.45,-38447.61,11,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Asia Pacific,Training,251143.28,281398.82,-30255.54,166064.13,178050.6,-11986.47,85079.15,103348.22,-18269.07,25,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Middle East,Software,202873.28,216536.72,-13663.44,181187.44,160558.39,20629.05,21685.84,55978.33,-34292.49,9,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Middle East,Hardware,376109.63,420605.77,-44496.14,313647.33,290524.66,23122.67,62462.3,130081.11,-67618.81,8,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Middle East,Consulting,294744.29,333569.27,-38824.98,262909.43,236591.77,26317.66,31834.86,96977.5,-65142.64,20,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Middle East,Support Services,167586.47,208840.3,-41253.83,135003.8,143895.88,-8892.08,32582.67,64944.42,-32361.75,16,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Middle East,Training,87333.72,99232.69,-11898.97,76669.78,73755.23,2914.55,10663.94,25477.46,-14813.52,14,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Africa,Software,129655.31,152654.96,-22999.65,121657.02,113466.54,8190.48,7998.29,39188.42,-31190.13,20,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Africa,Hardware,183770.57,204145.65,-20375.08,126301.44,132995.68,-6694.24,57469.13,71149.97,-13680.84,8,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Africa,Consulting,86666.86,96909.24,-10242.38,65515.37,65048.09,467.28,21151.49,31861.15,-10709.66,20,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Africa,Support Services,264312.26,308814.3,-44502.04,243075.4,215005.6,28069.8,21236.86,93808.7,-72571.84,11,USD
2023-01-01,2023-01,Jan 2023,2023,Technology,Africa,Training,103104.32,124137.28,-21032.96,83071.89,88975.08,-5903.19,20032.43,35162.2,-15129.77,11,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,North America,Software,398193.06,366033.67,32159.39,234619.15,239810.27,-5191.12,163573.91,126223.4,37350.51,10,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,North America,Hardware,342704.73,329314.04,13390.69,282338.44,245833.8,36504.64,60366.29,83480.24,-23113.95,11,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,North America,Consulting,243582.25,251286.67,-7704.42,201490.24,175912.89,25577.35,42092.01,75373.78,-33281.77,7,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,North America,Support Services,211684.7,200605.29,11079.41,160383.46,143932.46,16451.0,51301.24,56672.83,-5371.59,3,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,North America,Training,319592.73,310206.94,9385.79,193295.6,192750.93,544.67,126297.13,117456.01,8841.12,20,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Europe,Software,133298.72,133901.82,-603.1,87933.71,95257.33,-7323.62,45365.01,38644.49,6720.52,14,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Europe,Hardware,94538.51,92341.33,2197.18,56852.66,62027.37,-5174.71,37685.85,30313.96,7371.89,12,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Europe,Consulting,186242.48,181501.61,4740.87,111408.07,109931.29,1476.78,74834.41,71570.32,3264.09,5,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Europe,Support Services,483806.35,467794.57,16011.78,307324.77,289725.96,17598.81,176481.58,178068.61,-1587.03,14,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Europe,Training,418140.28,405827.33,12312.95,222271.24,245941.69,-23670.45,195869.04,159885.64,35983.4,9,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Asia Pacific,Software,418723.13,384211.81,34511.32,272119.37,256521.17,15598.2,146603.76,127690.64,18913.12,17,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Asia Pacific,Hardware,305240.0,288578.89,16661.11,166310.18,182524.39,-16214.21,138929.82,106054.5,32875.32,10,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Asia Pacific,Consulting,152072.86,145378.51,6694.35,84989.46,91249.48,-6260.02,67083.4,54129.03,12954.37,20,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Asia Pacific,Support Services,292665.8,272209.48,20456.32,181903.94,164176.6,17727.34,110761.86,108032.88,2728.98,4,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Asia Pacific,Training,215714.49,206666.6,9047.89,151441.37,145282.19,6159.18,64273.12,61384.41,2888.71,14,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Middle East,Software,485776.94,474049.39,11727.55,306898.43,294113.25,12785.18,178878.51,179936.14,-1057.63,25,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Middle East,Hardware,478571.62,454178.72,24392.9,269851.41,274680.97,-4829.56,208720.21,179497.75,29222.46,14,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Middle East,Consulting,299169.92,305233.76,-6063.84,216116.97,202136.58,13980.39,83052.95,103097.18,-20044.23,8,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Middle East,Support Services,301659.2,295225.79,6433.41,194519.13,180650.26,13868.87,107140.07,114575.53,-7435.46,11,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Middle East,Training,480199.43,482370.96,-2171.53,272926.48,289430.61,-16504.13,207272.95,192940.35,14332.6,3,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Africa,Software,369279.44,374991.11,-5711.67,308759.54,275858.5,32901.04,60519.9,99132.61,-38612.71,25,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Africa,Hardware,421994.38,433297.73,-11303.35,308057.99,315976.98,-7918.99,113936.39,117320.75,-3384.36,13,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Africa,Consulting,247728.15,245235.42,2492.73,178524.07,179667.68,-1143.61,69204.08,65567.74,3636.34,8,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Africa,Support Services,85184.75,82540.03,2644.72,59917.92,55276.83,4641.09,25266.83,27263.2,-1996.37,18,USD
2023-02-01,2023-02,Feb 2023,2023,Sales,Africa,Training,365110.51,344532.41,20578.1,224886.39,215884.55,9001.84,140224.12,128647.86,11576.26,25,USD
2023-02-01,2023-02,Feb 2023,2023,Operations,North America,Software,347824.31,339173.29,8651.02,242587.08,231726.95,10860.13,105237.23,107446.34,-2209.11,17,USD
2023-02-01,2023-02,Feb 2023,2023,Operations,North America,Hardware,163571.27,169038.43,-5467.16,136253.12,118858.83,17394.29,27318.15,50179.6,-22861.45,16,USD
2023-02-01,2023-02,Feb 2023,2023,Operations,North America,Consulting,303207.33,303427.44,-220.11,175767.78,191866.35,-16098.57,127439.55,111561.09,15878.46,10,USD
2023-02-01,2023-02,Feb 2023,2023,Operations,North America,Support Services,520419.52,489194.2,31225.32,350662.55,351833.53,-1170.98,169756.97,137360.67,32396.3,10,USD
2023-02-01,2023-02,Feb 2023,2023,Operations,North America,Training,414737.53,379136.98,35600.55,221364.88,240566.87,-19201.99,193372.65,138570.11,54802.54,4,USD
2023-02-01,2023-02,Feb 2023,2023,Operations,Europe,Software,370145.15,384397.23,-14252.08,245875.3,257780.03,-11904.73,124269.85,126617.2,-2347.35,11,USD
2023-02-01,2023-02,Feb 2023,2023,Operations,Europe,Hardware,270656.4,263837.02,6819.38,208516.97,196140.02,12376.95,62139.43,67697.0,-5557.57,23,USD
2023-02-01,2023-02,Feb 2023,2023,Operations,Europe,Consulting,281054.9,260035.99,21018.91,167653.22,172971.63,-5318.41,113401.68,87064.36,26337.32,8,USD
